critics_score,audience_score,title,release_dates,cast,year,alternate_ids
-1,0,Gretchen the Greenhorn (Gretchen Blunders In),{'theater': '1916-09-03'},"Dorothy Gish,Ralph Lewis,Frank Bennett,Eugene Pallette,Kate Bruce,",1916,{u'imdb': u'0116313'}
-1,40,Hell's Hinges,{'theater': '1916-01-01'},"J. Frank Burke,John Gilbert,Louise Glaum,Alfred Hollingsworth,Bob Kortman,",1916,{u'imdb': u'0117918'}
97,78,Intolerance,"{'dvd': '2002-12-10', 'theater': '1916-09-05'}","Lillian Gish,Mae Marsh,Robert Harron,Miriam Cooper,Walter Long,",1916,{u'imdb': u'0117979'}
-1,40,"20,000 Leagues Under the Sea","{'dvd': '1999-01-26', 'theater': '1916-01-01'}","Dan Hamlon,Edna Pendleton,Curtis Benton,Alan Holubar,Martin Murphy,",1916,{u'imdb': u'0116684'}
-1,0,Films of Harold Lloyd - V. 1,{},"Harold Lloyd,",1916,{u'imdb': u'0115818'}
100,84,Les Vampires,"{'dvd': '2000-05-16', 'theater': '1915-01-01'}","Jean Ayme,Marcel Levesque,Musidora,Stacia Napierkowska,Edouard Mathe,",1915,{u'imdb': u'0115885'}
-1,0,Naughty Nostalgia #11,{},,1915,{u'imdb': u'0116704'}
-1,0,Nobleza Gaucha (Gaucho Nobility),{},"Arturo Mario,Celestino Petray,Julio Scarcella,Maria Padin,Orfilia Rico,",1915,{u'imdb': u'0112701'}
-1,0,Keystone Comedies - V. 1,{},,1915,{u'imdb': u'0117826'}
-1,0,"When the Gods Played a Badger Game, (The Girl Who Couldn't Go Wrong )",{'theater': '1915-02-28'},"Pauline Bush,Lon Chaney,T.D. Crittenden,Florence Weil,",1915,{u'imdb': u'0115906'}
-1,0,"Zagrobnaya skitalitsa, (Wanderer Beyond the Grave)",{'theater': '1915-08-06'},"Olga Baclanova,A. Michurin,Viktor Tourjansky,Aleksandr Vyrubov,",1915,{u'imdb': u'0115836'}
-1,43,"His Trysting Place, (Family Home),(Family Home), (His Trysting Places)",{'theater': '1914-11-09'},,1914,{u'imdb': u'0115851'}
100,81,Juve contre Fantomas (Juve Against Fantomas),{'theater': '1913-09-12'},"Rene Navarre,Edmond Breon,Georges Melchior,Renee Carl,Yvette Andreyor,",1913,{u'imdb': u'0116629'}
-1,0,Quo Vadis?,{},"Gustavo Serena,Amleto Novelli,Amelia Cattaneo,Carlo Cattaneo,Lea Giunchi,",1913,{u'imdb': u'0116136'}
-1,0,Early Russian Cinema - V. 5 - Chardynin's Pushkin,{'dvd': '1993-03-01'},"Ivan Mosjoukine,",1913,{u'imdb': u'0116367'}
-1,0,What 80 Million Women Want,{'dvd': '2006-04-25'},"George Henry,Ronald Everett,Douglass Dumbrille,Emmeline Pankhurst,Ethel Jewett,",1913,{u'imdb': u'0115641'}
-1,0,Queen Elizabeth,{'theater': '1912-01-01'},"Sarah Bernhardt,Lou Tellegen,Mlle. Romani,M. Chameroy,M. Decoeur,",1912,{u'imdb': u'0117887'}
-1,67,Richard III (The Life and Death of King Richard III),"{'dvd': '2001-06-26', 'theater': '1912-10-15'}","Frederick Warde,Violet Stuart,George Moss,Carlotta De Felice,Albert Gardner,",1912,{u'imdb': u'0115433'}
-1,0,Yiddle And His Fiddle,{'theater': '1912-01-01'},"Harold Brett,Harry Kingston,Marquenta Larralde,Gertrude le Sage,H.O. Martinek,",1912,{u'imdb': u'0116126'}
-1,0,Early Russian Cinema - V. 1 - Beginnings,{'dvd': '1993-03-01'},,1911,{u'imdb': u'0115509'}
-1,50,El hotel electrico (The Electric Hotel),{},,1908,{u'imdb': u'0116000'}
-1,100,"Movies Begin, The - V. 5",{'dvd': '1994-06-15'},,1908,{u'imdb': u'0116040'}
-1,50,Over the Hedge (The Other Side of the Hedge),{'theater': '1905-12-31'},,1905,{u'imdb': u'0116583'}
-1,50,Un malheur n'arrive jamais seul (Misfortune Never Comes Alone),{'theater': '1903-05-13'},,1903,{u'imdb': u'0116654'}
100,91,Le Voyage dans la lune (A Trip to the Moon),{'theater': '1999-01-01'},"Georges Melies,Bleuette Bernon,Victor Andre,Dominique Delpierre,Farjaux,",1902,{u'imdb': u'0117247'}
-1,64,Jeanne d'Arc (Joan of Arc),{'theater': '1900-11-11'},,1900,{u'imdb': u'0116130'}
-1,100,Un bon bock (A Good Beer),{'theater': '1892-10-28'},,1892,{u'imdb': u'0116409'}
-1,81,Sin City 3,{},"Michael Clarke Duncan,",,{u'imdb': u'0117979'}
-1,0,Elvira at Loro River (Elvira el en rio Loro),{},"Maria Belen Aguirre,",,{u'imdb': u'0109592'}
-1,0,Entrevista con el escritor Enrique Lafourcade,{},"Enrique Lafourcade,",,{u'imdb': u'0116253'}
-1,0,Entre a luz e a sombra (On the Edge of Light and Shadow),{},,,{u'imdb': u'0116151'}
-1,0,El negre es el color dels deus,{},,,{u'imdb': u'0116033'}
-1,0,Empoli 1921; film in rosso e nero,{},"Lidia Biondi,Pietro Bontempo,Giovanni Guidelli,Emidio La Vella,Karin Marzocchini,",,{u'imdb': u'0116095'}
-1,0,"El amor, el deber y el crimen",{},"Mara Meva,Rafael Burgos,",,{u'imdb': u'0116118'}
-1,0,El fuego eterno: judios en la selva amazonica,{},,,{u'imdb': u'0116141'}
-1,0,Eleganten fran vidderna - filmen om Eddie Meduza (Eddie Meduza: The Movie),{},,,{u'imdb': u'0116059'}
-1,0,Electronic Entertainment Expo 2009,{},,,{u'imdb': u'0116209'}
-1,0,El extra (The Extra),{},"Cantinflas,Alma Delia Fuentes,Carmen Molina,Guillermina Tellez Giron,Magda Donato,",,
-1,88,Earth (Unsere Erde),{},"Patrick Stewart,David Attenborough,",,{u'imdb': u'0116213'}
-1,100,El hombre que corria tras el viento,{},"Barbara Lombardo,Ismael Serrano,Oscar Nunez,Pasta Dioguardi,Rolly Serrano,",,{u'imdb': u'0116250'}
-1,0,Expose - Video Exposure,{},"Expose,",,{u'imdb': u'0116225'}
-1,0,Edith Piaf - La Vie en Rose,{},"Edith Piaf,",,{u'imdb': u'0116242'}
-1,0,Elpidio valdes contra la policia en Nueva York,{},,,{u'imdb': u'0116253'}
-1,0,Ex ergo,{},,,{u'imdb': u'0116168'}
-1,0,El elefante azul,{},,,{u'imdb': u'0116259'}
-1,0,El Santo Contra El Dr. Muerte,{},"Helga Line,Carlos Romero,",,{u'imdb': u'0116191'}
-1,100,El Padrino Es Mi Compadre,{'dvd': '1991-12-20'},"Felipe Arriaga,Olga Breeskin,",,{u'imdb': u'0116066'}
-1,0,Elvis - The Story of Elvis,{},"Elvis Presley,",,{u'imdb': u'0116165'}
-1,0,Elvis - Sun Days With Elvis,{},"Elvis Presley,",,
-1,0,Elvis - Young Elvis,{},"Elvis Presley,",,
-1,0,Earthquake Experience,{},,,{u'imdb': u'0116178'}
-1,100,"...e venne il tempo di uccidere, (And Then a Time for Killing)",{},,,{u'imdb': u'0112933'}
-1,33,El Manosanta esta cargado,"{'dvd': '1989-10-05', 'theater': '1987-06-04'}","Adriana Brodsky,Alberto Olmedo,Silvia Perez,Susana Romero,Beatriz Salomon,",,
-1,0,Eden end,{},,,
-1,0,El sueldo en Chile,{},,,
-1,0,"En enero, quizas",{},,,{u'imdb': u'0129910'}
-1,100,El empleo,{},,,
-1,0,Elpidio valdes esta rodeado,{},,,
-1,0,El espacio interior de Carlos Villanueva,{},,,
-1,0,El camino de la esperanza,{},,,
-1,0,El fin de la espera,{},"Ulises Dumont,",,{u'imdb': u'0116282'}
-1,0,El ensayo,{},,,{u'imdb': u'0116367'}
-1,0,El mundo de lo que esperabas,{},,,{u'imdb': u'0116287'}
-1,0,El ciclo del carbono y el cambio climatico,{},,,{u'imdb': u'0117381'}
-1,0,Eva Erikssons tecknade parlor,{},,,{u'imdb': u'0117318'}
-1,0,En el color de la bruma,{},,,{u'imdb': u'0116225'}
-1,0,El rey del desierto esta muriendo,{},,,{u'imdb': u'0116361'}
-1,0,Exitus (Ekzitus),{},"Barbara Prokopyuk,Ivan Grigorov,Petar Popyordanov,Prodan Nonchev,Rumen Traykov,",,{u'imdb': u'0117731'}
-1,0,Energia cinetica con el movimiento,{},,,{u'imdb': u'0115956'}
-1,0,"Edes Emma, draga Bobe: vazlatok, aktok",{},"Eniko Borcsok,Ildiko Bansagi,Johanna ter Steege,Peter Andorai,Eva Kerekes,",,{u'imdb': u'0116329'}
-1,0,El secreto de educar,{},,,{u'imdb': u'0116322'}
-1,0,"El hombre, la tierra y el agua",{},,,{u'imdb': u'0117247'}
-1,0,El dia el sol,{},,,{u'imdb': u'0116353'}
-1,0,Espanolas en Paris,{},"Laura Valenzuela,Ana Belen,Maximo Valverde,Tina Sainz,Elena Maria Tejeiro,",,{u'imdb': u'0116313'}
-1,0,El santo de la espada (The Knight of the Sword),{},"Evangelina Salazar,Lautaro Murua,Alfredo Iglesias,Alfredo Alcon,Ana Maria Picchio,",,{u'imdb': u'0116289'}
-1,0,El Encargo Del Cazador,{},"Jacinto Esteva,",,{u'imdb': u'0116324'}
-1,0,Elefantenhaut (Elephant Skin),{},"Michael Thomas,Oliver Rosskopf,Elfriede Schatz,Waltraute Bartel,Natalija Baranova,",,{u'imdb': u'0116277'}
-1,0,Escala En La Ciudad,{},"Esther Vani,Cecilia Lezard,Hector Cataruzza,Eduardo Berri,Matilde Bhor,",,{u'imdb': u'0116311'}
-1,0,Earth City Expressway,{},,,{u'imdb': u'0116704'}
-1,0,Ed Begley Jr's Secrets of Enjoying Life,{},"Ed Begley Jr,",,{u'imdb': u'0163597'}
-1,0,El Escorial and Toledo,{},,,{u'imdb': u'0116344'}
-1,0,"Endangered Earth, The - The Politics of Acid Rain",{},,,{u'imdb': u'0117826'}
-1,0,Earth's Natural Resources - Energy Resources,{},,,{u'imdb': u'0123092'}
-1,0,Elementary Physical Education - Pt. 1,{},,,{u'imdb': u'0116320'}
-1,0,Elementary Physical Education - Pt. 2,{},,,{u'imdb': u'0116552'}
-1,0,Exploring the English Language - Writing Basic Sentences,{},,,
-1,0,Exploring the English Language - Compounding Sentences and Recognizing Pt. of Speech,{},,,{u'imdb': u'0116483'}
-1,0,Exploring the English Language - Writing Complex Sentences,{},,,{u'imdb': u'0115798'}
-1,0,Exploring the English Language - Dictionaries and Their Meanings Pt. 1,{},,,{u'imdb': u'0116683'}
-1,0,Exploring the English Language - Dictionaries and Their Meanings Pt. 2,{},,,{u'imdb': u'0113568'}
-1,0,Exploring the English Language - Forming Words and Building Vocabulary,{},,,{u'imdb': u'0115509'}
-1,0,Exploring the English Language - Naming People Places and Things,{},,,{u'imdb': u'0116908'}
-1,0,Exploring the English Language,{},,,{u'imdb': u'0116409'}
-1,0,En Estas Camas Nadie Duerme,{'dvd': '1991-12-20'},"Julio Aleman,Zulma Faiad,",,{u'imdb': u'0116410'}
-1,0,Fragments from a Few Forsaken Films,{},,,{u'imdb': u'0115639'}
-1,0,Firm - Five from the Firm,{},"Firm,",,{u'imdb': u'0116441'}
-1,0,Fun With the Fab Four,{},"Beatles,",,{u'imdb': u'0116404'}
-1,0,Freestyle Fighting Championship XV - Fiesta Las Vegas,{},,,{u'imdb': u'0260932'}
-1,0,Festival du film de famille - Vendredi,{},,,{u'imdb': u'0116390'}
-1,0,Festival du film de famille- Samedi,{},,,{u'imdb': u'0116414'}
-1,0,Focus for the Future,{},"Willis Harman,",,{u'imdb': u'0115195'}
-1,0,Fishing Montana's Famous Salmon Fly Hatch,{},,,
-1,0,Fast Forward Future,{},,,{u'imdb': u'0116435'}
-1,0,Frightwig - Strip for Frightwig,{},"Frightwig,",,
-1,0,Fresh From Fort Clarence V. 2,{},,,
-1,0,Fancy for Fans - The Best of 1984-2001,{},,,
-1,0,Fudgy Wudgy Fudge Face,{},"Alonzo Bodden,Joshua Cox,Andy Dick,Jackie Katzman,Bobby Lee,",,{u'imdb': u'0116422'}
-1,0,"Girls, Girls, Girls! 2 - Thee Legend Continues",{},,,{u'imdb': u'0116462'}
-1,100,Gardens of the World With Audrey Hepburn: Tropical Gardens & Japanese Gardens,{},"Audrey Hepburn,",,{u'imdb': u'0113233'}
-1,0,Go Go 70's (Gogo chilship),{},"Seung-woo Cho,Min-a Shin,Seung-wu Cha,Min-cheol Choi,Kwang-ho Hong,",,{u'imdb': u'0116483'}
-1,0,Gaining Ground (Land gewinnen),{},,,{u'imdb': u'0116477'}
-1,0,Guggen - Du store gauda (Guggen: The Big Cheese),{},,,{u'imdb': u'0115509'}
-1,0,Golden Greats of Golf,{},,,{u'imdb': u'0119310'}
-1,0,Golden Greats of Golf,{},,,{u'imdb': u'0116126'}
-1,0,"Good Time Growing Show, The - All Things Work Together for Good",{},,,{u'imdb': u'0116583'}
-1,0,Great Plays From Great Games,{},,,{u'imdb': u'0116514'}
-1,0,GPS Operation Guide - II Morrow: TS 9000 GPS,{},,,{u'imdb': u'0116531'}
-1,0,GPS Operation Guide - Magellan Merdian GPS,{},,,{u'imdb': u'0116552'}
-1,0,Golden Globes 2009 Nominees Gallery,{},,,{u'imdb': u'0119256'}
-1,0,Golden Globes 2009 Winners Gallery,{},,,{u'imdb': u'0116571'}
-1,0,Gli amici di Gesu - Giuseppe di Nazareth (Joseph of Nazareth),{},"Tobias Moretti,Stefania Rivi,Massimo Reale,Ennio Fantastichini,Francesco Dominedo,",,{u'imdb': u'0116493'}
-1,100,Gideon's Gift,{},"Christian Slater,Elle Fanning,",,{u'imdb': u'0116329'}
-1,25,Gabriel Garcia Marquez,{},"Gabriel Garcia Marquez,",,{u'imdb': u'0117723'}
-1,67,Glyndebourne Opera: Hansel and Gretal,{},"Jennifer Holloway,Adriana Kucerova,Irmgard Vilsmaier,Klaus Kuttler,Wolfgang Ablinger-Sperrhacke,",,{u'imdb': u'0116587'}
-1,0,How Hormones Changed My Life (Hoe hormonen mijn leven veranderen),{},,,
-1,50,Hurricane Mary,{},"Dakota Fanning,Laura San Giacomo,Chris Cooper,William H. Macy,Elle Fanning,",,
-1,0,Horses - Prepare Your Halter Horse for Show,{},,,{u'imdb': u'0117060'}
-1,0,Hard 'N' Heavy: All That Heavy Metal V. 1,{},"Led Zeppelin,Kiss,Ozzy Osbourne,Queensryche,Scorpions,",,{u'imdb': u'0116629'}
-1,0,Hard 'N' Heavy: All That Heavy Metal V. 2,{},"Judas Priest,Megadeth,M.S.G.,Joe Satriani,Mr. Big,",,{u'imdb': u'0113568'}
-1,0,"Houndsman, The - Bear and Lion Hunting With Hounds",{},,,{u'imdb': u'0116126'}
-1,0,Haunted House How To's,{},,,{u'imdb': u'0117110'}
-1,0,"Hoe zotter hoe liever, het succes van de Vlaamse volksfilms van Edith Kiel e.a. van 1930-1960",{},"Robbe De Hert,",,{u'imdb': u'0116242'}
-1,0,Hughes and Harlow - Angels in Hell,{},,,{u'imdb': u'0117603'}
-1,0,How to Cut Hair at Home,{},,,{u'imdb': u'0116654'}
-1,100,Hemp Hemp Hooray,{},,,{u'imdb': u'0116621'}
-1,0,He's Got the Whole in His Hands... And More Stories to Celebrate the Environment,{},,,{u'imdb': u'0116594'}
-1,0,"I Am an Ox, I Am a Horse, I Am a Man, I Am a Woman (Women Filmmakers in Russia)",{},,,{u'imdb': u'0113326'}
-1,0,"I Can't, I Live in Cuba!",{},,,{u'imdb': u'0116607'}
-1,0,"If I'm So Wonderful, Why Am I Still Single?",{},,,{u'imdb': u'0116552'}
-1,0,I Can Dance! II - Introduction to Ballet for Children,{},,,{u'imdb': u'0113438'}
-1,50,Inhabited Island: Part II (Obitaemyy ostrov),{},"Aleksei Serebryakov,Fyodor Bondarchuk,Gosha Kutsenko,Mikhail Porechenkov,Mikhail Yevlanov,",,{u'imdb': u'0116606'}
-1,100,If I Had A Million,{},"James Cruze,Gary Cooper,Charles Loughton,George Raft,Jack Oakie,",,{u'imdb': u'0116650'}
-1,0,I Love You - Let's Work It Out,{},,,{u'imdb': u'0113443'}
-1,0,Indiani Ba'Shemesh (Indian in the Sun),{},"Rami Danon,Riki Eliah,Haim Garfi,Moshe Ivgy,Doron Nesher,",,
-1,0,I Walk in the Desert - The Saguaro,{},,,
-1,0,I Walk in the Desert,{},,,
-1,0,Julie et ses Jules (Julie and Her Guys),{},"Estelle Galarme,",,{u'imdb': u'0116695'}
-1,14,Jenny's Journal,{},,,{u'imdb': u'0116683'}
-1,100,Janis Joplin - Comin' Home,{},"Janis Joplin,",,{u'imdb': u'0117705'}
-1,0,James Brown - Live in Japan - Cold Sweat,{},"James Brown,",,{u'imdb': u'0116669'}
-1,100,Jungo Goes Bananas: Jungo III,{},"Kaya Bruel,Nis Bank-Mikkelsen,Ole Fick,Peter Frodin,Sos Egelind,",,{u'imdb': u'0116705'}
-1,0,Jim and the Pirates (Jim & piraterna Blom),{},"Ewa Froling,Jan Malmsjo,Jonas Akerblom,Stellan Skarsgard,Stig Olin,",,{u'imdb': u'0116126'}
-1,0,Joan Jett and the Blackhearts - History,{},"Joan Jett,Blackhearts,",,{u'imdb': u'0116704'}
-1,0,Jaws of the Jungle,{},,,{u'imdb': u'0116707'}
-1,0,Jack & Pedro - Jacks ingenting-dag,{},,,{u'imdb': u'0116722'}
-1,0,Jannie totsiens (Farewell Johnny),{},"Cobus Rossouw,Jill Kirkland,",,
-1,0,Johnny Griffin - The Jazz Life,{},"Johnny Griffin,",,{u'imdb': u'0113486'}
-1,0,Johnson and Johnson Pro-Football Training Room - Shoulder and Knee Injuries,{},,,{u'imdb': u'0113488'}
-1,0,"Johnson and Johnson Pro-Football Training Room - Hand, Wrist and Elbow Injuries",{},,,{u'imdb': u'0116672'}
-1,0,Johnson and Johnson Pro-Football Training Room - Soft Tissue Injuries,{},,,
-1,0,"Johnson and Johnson Pro-Football Training Room - Neck, Head and Facial Injuries",{},,,
-1,0,Johnson and Johnson Athletic Taping,{},,,
-1,0,Johnson and Johnson Athletic Clinic - Shoulder Injuries,{},,,
-1,0,Johnson and Johnson Athletic Clinic - Foot Injuries,{},,,
-1,0,Johnson and Johnson Athletic Clinic - Knee Injuries,{},,,{u'imdb': u'0116684'}
-1,0,"Judo, V. 1 - Introduction to Judo",{},,,{u'imdb': u'0116714'}
-1,0,Jungle Jim,{},"Johnny Weismuller,Martin Huston,Tamba,",,{u'imdb': u'0117913'}
-1,100,Jack Jones on the Move,{},"Milton Berle,Tony Bennett,Joanie Sommer,Molly Bee,Jack Jones,",,{u'imdb': u'0113568'}
-1,0,Jimi Hendrix - Hey Joe,{},"Jimi Hendrix,",,{u'imdb': u'0116778'}
-1,0,Jolly Time at Jellystone,{},,,{u'imdb': u'0116908'}
-1,0,John Bergamo - The Art & Joy of Hand Drums,{},"John Bergamo,",,{u'imdb': u'0116743'}
-1,0,Junior Wells - Junior Wells and Guests,{},"Junior Wells,",,{u'imdb': u'0116756'}
-1,0,John Abrecrombie: Solos - The Jazz Sessions,{},,,{u'imdb': u'0116768'}
-1,0,Jack Johnson: En Concert,{},,,{u'imdb': u'0116790'}
-1,0,James Blood Ulmer: Solos - The Jazz Sessions,{},,,{u'imdb': u'0116752'}
-1,0,Je ne vous oublierai jamais,{},"Fanny Valette,Rudi Rosenberg,Pierre Arditi,",,{u'imdb': u'0246729'}
-1,0,Ja vec jesam sve ono sto zelim da imam (I Already Am Everything I Want to Have),{},"Ivan Djordjevic,Dragana Milosevic,Bojana Zecevic,",,
-1,100,Jam session - Kikujiro no natsu koshiki kaizokuban (Jam Session),{},"Takeshi Kitano,Hsiao-hsien Hou,",,{u'imdb': u'0116767'}
-1,0,"Jigeum, idaeroga joayo (Sisters on the Road)",{},"Hyo-jin Kong,Min-a Shin,Se-eun Ahn,Eun-jin Bae,Dong-hwa Han,",,{u'imdb': u'0116804'}
-1,94,Tyler Perry's Madea Gets a Job,{},"Tyler Perry,Patrice Lovely,Cheryl &quot;pepsii&quot,Chandra Young,",,{u'imdb': u'0116783'}
-1,0,KBUT Kids Kristmas Klassiks,{},,,
-1,67,Katilon Ke Kaatil,{},"Zenat Aman,Dharmendra,Amjad Khan,Rishi Kapoor,Tina Munim,",,
-1,0,Kathakali: South Indian Dance-Drama From the Kerala Kalamandalam,{},,,
-1,0,KISS - Kissaholic Killers,{},"Kiss,",,
-1,0,Kukk Khata Khuni,{},"Moushumi,Manna,Dildar,",,{u'imdb': u'0116745'}
-1,0,Kjaerlighet pa pinde ((Kristine Kleven & Heroy Ungdomsklubb),{},,,{u'imdb': u'0116770'}
-1,0,Kaise Kahoon Ke... Pyaar Hai,{},"Alok Nath,Dharmendra,Farida Jalal,Sunny Deol,",,{u'imdb': u'0116830'}
-1,60,Karla's World (Karlas kabale),{},"Allan Olsen,Elena Arndt-Jensen,Ellen Hillingso,Jonathan Werner Juel,Nikolaj Stovring Hansen,",,{u'imdb': u'0117318'}
-1,0,Karate Kat - The Aristokratic Kapers,{},,,{u'imdb': u'0116225'}
-1,0,Kenedi se vraca kuci (Kenedi Goes Back Home),{},,,{u'imdb': u'0116908'}
-1,0,Kevin K: The Successful Loser,{},,,{u'imdb': u'0116242'}
-1,0,Kisah nyata kereta setan manggarai,{},"Ferry Gustian,Nelly Yustikarini,Ocke Mulyawan R.,Ray Thompson,Vera Lasut,",,{u'imdb': u'0116905'}
-1,0,Killing of President Kennedy,{},,,{u'imdb': u'0116913'}
-1,0,KISS - Kissmania,{},"Kiss,",,{u'imdb': u'0115561'}
-1,0,Kuntilanak kamar mayat,{},"Imelda Lubis,Julia Perez,Mandala Abadi Shoji,Rizky Mocil,Uwie Jasmine,",,{u'imdb': u'0116861'}
-1,33,Kerala Varma Pazhassi Raja,{},"Mammootty,Manoj K. Jayan,Padmapriya,Sarath Kumar,Suresh Krishna,",,{u'imdb': u'0116823'}
-1,0,Kids' Talk - Controlling Your Life With Other Kids,{},,,{u'imdb': u'0116839'}
-1,0,Kylie Minogue - Kylie's Greatest Video Hits,{},"Kylie Minogue,",,{u'imdb': u'0117658'}
-1,50,King Size (Kingsajz),{},"Grzegorz Herominski,Jacek Chmielnik,Joachim Lamza,Katarzyna Figura,",,{u'imdb': u'0116928'}
-1,100,Kuinkas sitten kavikaan?: Moomin Animations,{},,,{u'imdb': u'0116827'}
-1,0,Kupperis kapperis,{},,,{u'imdb': u'0116552'}
-1,0,Karlekens krigare (Warriors of Love),{},"Josefin Ljungman,Shima Niavarani,",,{u'imdb': u'0116897'}
-1,0,Kodrat Kuadrat,{},,,{u'imdb': u'0116869'}
-1,0,Kato na kino (Like in the Cinema),{},,,{u'imdb': u'0117891'}
-1,0,Kids is Kids,{},,,{u'imdb': u'0117398'}
-1,0,Kiri Te Kanawa - Royal Gala Concert,{},"Kiri Te Kanawa,",,{u'imdb': u'0117060'}
-1,0,Kung Fu Kid From Peking,{},,,{u'imdb': u'0116996'}
-1,0,Kung Fu Kid,{},"Weiman Chan,Nora Miao,Wai-Man Chan,",,{u'imdb': u'0116695'}
-1,0,King Kamehameha Hula Competition,{},,,{u'imdb': u'0117008'}
-1,0,Klondike Kat in Honor at Steak,{},,,{u'imdb': u'0117038'}
-1,0,Kennedy's Cold War: Keeping the Commies Covered,{},"John Fitzgerald Kennedy,",,{u'imdb': u'0117110'}
-1,0,Karaoke - The King Lives,{},,,{u'imdb': u'0116126'}
-1,0,K.M.C. Kru - Home Video,{},"K.M.C. Kru,",,{u'imdb': u'0116830'}
-1,0,Kiri Te Kanawa & Andre Previn - Together on Broadway,{},"Kiri Te Kanawa,Mundell Lowe,Andre Previn,Ray Brown,",,{u'imdb': u'0117039'}
-1,0,Kiddie Karaoke,{},,,{u'imdb': u'0117128'}
-1,0,"Karma Trekkers: Vancouver & Kelowna, Canada",{},,,{u'imdb': u'0116999'}
-1,100,King Crimson: In The Court of the Crimson King,{},,,{u'imdb': u'0116000'}
-1,0,Kurak korpe (Patchwork),{},"Valentina Durumbetova,Nurzhuman Ikhtymbayev,Tamara Kosubayeva,Albek Raimbekov,Miras Salmyrza,",,{u'imdb': u'0117108'}
-1,0,Kat & Roman Kostrzewski: Zycie Po Zyciu,{},,,{u'imdb': u'0115392'}
-1,0,Kyoretsu moretsu! Kodai shojo Dogu-chan matsuri! Supesharu mubi edishon (The Ancient Dogoo Girl: Special Movie Edition),{},"Erika Yazawa,Masataka Kubota,Rina Kirishima,Tokio Emoto,Yumi Adachi,",,{u'imdb': u'0117002'}
-1,50,Nude Traveller A Bare Necessities Nude Cruise,{},,,{u'imdb': u'0116654'}
-1,100,Nerds 2.0.1 - Networking the Nerds,{},,,{u'imdb': u'0117104'}
-1,50,Nabari (Nabari no o),{},"Chris Brunett,Christopher Bevins,Greg Ayres,Mitsuki Saiga,Satoshi Hino,",,{u'imdb': u'0117107'}
-1,0,Night Nurses (Nochnye syostry),{},"Vyacheslav Grishechkin,Maksim Konovalov,Aleksei Kortnev,Olga Lomonosova,Aleksei Makarov,",,{u'imdb': u'0115819'}
-1,0,Nature Scene - New England Autumn & New Jersey Pine Barrens,{},,,{u'imdb': u'0117070'}
-1,65,Nothing But Ghosts (Nichts als Gespenster),{'theater': '2007-11-29'},"August Diehl,Stipe Erceg,Fritzi Haberlandt,Wotan Wilke Mohring,Jessica Schwarz,",,{u'imdb': u'0117102'}
-1,25,Northwest Tracking Eloquent Nude,{},,,{u'imdb': u'0117040'}
-1,50,N.W.A. - Niggaz4life,{},"N.W.A.,",,{u'imdb': u'0117011'}
-1,0,"Nazis, The - Nazi War Crimes",{},,,{u'imdb': u'0117218'}
-1,0,Nazi Navy (Die Kriegsmarine),{},,,{u'imdb': u'0116583'}
-1,100,Naughty! Naughty!,{},"Sam Hui,Nora Miao,",,{u'imdb': u'0114622'}
-1,50,Noggin Goes North,{},,,{u'imdb': u'0117201'}
-1,67,Notes Alive! - Nutcracker: The Untold Story,{},,,
-1,0,Nezumi kozo: Noda version,{},"Nakamura Kankuro,",,{u'imdb': u'0117179'}
-1,0,"Nino Pobre, Nino Rico",{'dvd': '1991-12-26'},"Paquito Cuevas,Pedrito Fernandez,",,{u'imdb': u'0217679'}
-1,0,Nature Scene - Outer Banks of North Carolina & Padre Island,{},,,{u'imdb': u'0117221'}
-1,0,Nights in Constantinople (Las noches de Constantinopla),{},"Liberto Rabal,Maria Isabel Diaz,Rosita Fornes,Veronica Lynn,Zulema Clares,",,{u'imdb': u'0117151'}
-1,0,"No Petrol, No Diesel!",{},,,{u'imdb': u'0856334'}
-1,0,Nadie inquieto mas Narciso Iban Menta,{},,,{u'imdb': u'0119794'}
-1,0,No Dolomiti no barriers,{},,,{u'imdb': u'0113922'}
-1,0,Nenet: I Nomadi della Tundra,{},,,
-1,0,"Novella, Novella",{},,,{u'imdb': u'0117187'}
-1,0,"O, Luckyman! (O, schastlivchik!)",{},"Mikhail Tarabukin,Olga Polyakova,Sergey Shakurov,Vladimir Krestovskiy,Vladimir Menshov,",,{u'imdb': u'0150153'}
-1,0,O Dia em Que o Brasil Esteve Aqui,{},,,
-1,0,Opening the Gates of Hell: American Liberators of the Nazi Concentration Camps,{},,,
-1,0,One Day the Heart Opens: A Concert of Ethnic Music,{},,,
-1,0,Ozzy Osbourne - Speak of the Devil,{},"Ozzy Osbourne,",,
-1,88,Phantasmagoria: The Visions of Lewis Carroll,{},"Marilyn Manson,Lily Cole,Tilda Swinton,",,{u'imdb': u'0117247'}
-1,0,Poisoned Paradise (Poisoned Paradise: The Forbidden Story of Monte Carlo),{},"Kenneth Harlan,Clara Bow,Barbara Tennant,George Beranger,Carmel Myers,",,{u'imdb': u'0115986'}
-1,0,Pedaco de Papel (Piece of Paper),{},"Jeferson Alves,Maria Mourao,Cesar Raphael,Carlos Magno Ribeiro,Paulo Udi,",,{u'imdb': u'0116583'}
-1,75,Prince of Pistols,{},"Steven Seagal,",,{u'imdb': u'0117603'}
-1,0,Queen - Rare Queen Live,{},"Queen,",,{u'imdb': u'0116654'}
