critics_score,audience_score,title,release_dates,cast,year,alternate_ids
70,100,A Short History Of Decay,{'theater': '2014-05-16'},"Emmanuelle Chriqui,Bryan Greenberg,Linda Lavin,Kathleen Rose Perkins,Harris Yulin,",2014,{u'imdb': u'2935476'}
-1,0,Apocalypse: A Bill Callahan Tour Film,{'theater': '2014-05-02'},,2014,
-1,40,App,"{'dvd': '2014-10-27', 'theater': '2014-05-09'}","Hannah Hoekstra,Robert de Hoog,Isis Cabolet,Alex Hendrickx,Matthijs van de Sande Bakhuyzen,",2014,{u'imdb': u'3530002'}
-1,0,America: Imagine a World Without Her,{'theater': '2014-07-02'},,2014,
64,92,All Cheerleaders Die,"{'dvd': '2014-05-08', 'theater': '2014-06-13'}","Caitlin Stasey,Sianoa Smit-McPhee,Brooke Butler,Tom Williamson,Michael Bowen,",2014,{u'imdb': u'3585004'}
-1,97,Anna,{'theater': '2014-06-06'},"Taissa Farmiga,Mark Strong,Brian Cox,Julio Perillan,Richard Dillane,",2014,
100,86,Ape,{'theater': '2014-04-25'},"Joshua Burge,Gary Bosek,Teri Nelson,Benjamin Riley,",2014,
-1,89,And So It Goes,{'theater': '2014-07-11'},"Frances Sternhagen,Frankie Valli,Michael Douglas,Diane Keaton,John Scott Shepherd,",2014,
-1,83,Addicted,{'theater': '2014-09-05'},"Kat Graham,Boris Kodjoe,William LevySharon Leal,Tasha Smith,Maria Howell,",2014,
-1,60,America,"{'dvd': '2009-09-01', 'theater': '2014-07-02'}",,2014,
-1,100,Altered States of Plaine,{'theater': '2014-05-02'},"George Gallagher,Kether Donohue,Michael Mathis,Donald Pritt,Barry Bergman,",2014,{u'imdb': u'1979388'}
-1,93,Almost Home,{'theater': '2014-11-26'},"Jim Parsons,Rihanna,Steve Martin,Jennifer Lopez,",2014,{u'imdb': u'2967224'}
60,0,American Jesus,"{'dvd': '2014-05-13', 'theater': '2014-05-14'}","Francis Schaeffer,Phil Aguilar,Pastor Keenan Smith,Mara Einstein,Douglas Rushkoff,",2014,
-1,71,Aberdeen,{'theater': '2014-05-08'},"Louis Koo,Gigi Leung,Eric Tsang,Miriam Yeung Chin Wah,Ng Man-Tat,",2014,
-1,100,Affluenza,{'theater': '2014-07-11'},"Ben Rosenfield,Gregg Sulkin,Nicola Peltz,Grant Gustin,Steve Guttenberg,",2014,{u'imdb': u'3585004'}
-1,100,Actsofcongress,{'theater': '2014-09-17'},,2014,{u'imdb': u'2488496'}
-1,0,Anaamika,{'theater': '2014-05-01'},"Nayanthara,Pasupathy,Harshvardhan Rane,Vaibhav Reddy,Vaibhav,",2014,{u'imdb': u'1674771'}
-1,0,Angry White Man,{'theater': '2014-06-17'},"Scoot McNairy,Matt Berry,Mary Birdsong,Steve Agee,Matthew Warzel,",2014,
-1,88,The Angriest Man in Brooklyn,{'theater': '2014-05-23'},"Robin Williams,Mila Kunis,Melissa Leo,Peter Dinklage,Hamish Linklater,",2014,
-1,98,Exodus: Gods and Kings,{'theater': '2014-12-12'},"Christian Bale,Sigourney Weaver,John Turturro,Joel Edgerton,Aaron Paul,",2014,
100,69,We Are the Best!,{'theater': '2014-05-30'},"Mira Barkhammar,Liv LeMoyne,Mira Grosin,Alexander Karlsson,David Dencik,",2014,
54,56,Half of a Yellow Sun,{'theater': '2014-05-16'},"Chiwetel Ejiofor,Thandie Newton,Anika Noni Rose,Joseph Mawle,John Boyega,",2014,
-1,99,Jane Got a Gun,{'theater': '2015-02-10'},"Natalie Portman,Ewan McGregor,Joel Edgerton,Noah Emmerich,Bradley Cooper,",2014,
-1,74,Planes: Fire And Rescue,{'theater': '2014-07-18'},"Dane Cook,Julie Bowen,Ed Harris,Regina King,Anne Meara,",2014,{u'imdb': u'2980516'}
92,81,Venus in Fur,{'theater': '2014-06-20'},"Emmanuelle Seigner,Mathieu Amalric,",2014,{u'imdb': u'3530002'}
86,59,For A Woman,{'theater': '2014-05-02'},"Benoit Magimel,Melanie Thierry,Nicolas Duvauchelle,Clement Sibony,Sylvie Testud,",2014,
57,50,NOW: In the Wings on a World Stage,{'theater': '2014-05-02'},"Kevin Spacey,Jack Ellis,Jeremy Bobb,Maureen Anderman,Stephen Lee Anderson,",2014,{u'imdb': u'0419717'}
67,52,Bicycling with Moliere,{'theater': '2014-04-23'},"Fabrice Luchini,Lambert Wilson,Maya Sansa,Laurie Bordesoules,Camille Japy,",2014,{u'imdb': u'2820852'}
57,99,Life After Beth,{'theater': '2014-08-15'},"Anna Kendrick,Aubrey Plaza,Alia Shawkat,Matthew Gray Gubler,Dane DeHaan,",2014,{u'imdb': u'1502712'}
55,64,Decoding Annie Parker,{'theater': '2014-05-02'},"Samantha Morton,Helen Hunt,Aaron Paul,Alice Eve,Maggie Grace,",2014,{u'imdb': u'2713180'}
-1,95,Paranormal Activity 5,{'theater': '2014-10-24'},,2014,
-1,80,The Past Is A Grotesque Animal,{'theater': '2014-07-01'},,2014,{u'imdb': u'1976009'}
-1,100,Tanzania: A Journey Within,{'theater': '2014-04-25'},"Kristen Kenney,Venance Ndibalema,",2014,{u'imdb': u'2935476'}
-1,83,Journey of a Female Comic,{'theater': '2014-05-02'},"Kiki Melendez,Edward James Olmos,Nadine Velasquez,Esai Morales,Lupe Ontiveros,",2014,{u'imdb': u'2381941'}
-1,33,Life's a Breeze,{'theater': '2014-06-13'},"Kelly Thornton,Fionnula Flanagan,Pat Shortt,Eva Birthistle,Brian Boru Gleeson,",2014,{u'imdb': u'1392190'}
-1,93,The Big Ask,{'theater': '2014-05-30'},,2014,
-1,71,Gebo And The Shadow,{'theater': '2014-05-28'},"Michael Lonsdale,Claudia Cardinale,Leonor Silveira,Jeanne Moreau,Marcel Hanoun,",2014,
-1,33,National Theatre Live: A Small Family Business,{'theater': '2014-06-12'},"Nigel Lindsay,Debra Gillett,Gawn Grainger,Amy Marston,Samuel Taylor,",2014,{u'imdb': u'1638355'}
-1,0,Like a Country Song,{'theater': '2014-06-06'},"Jennifer Taylor,Booboo Stewart,Billy Ray Cyrus,Madelyn Deutch,Fivel Stewart,",2014,{u'imdb': u'3300542'}
-1,78,Super Duper Alice Cooper,{'theater': '2014-04-30'},"Elton John,Alice Cooper,Iggy Pop,Dee Snider,John Lydon,",2014,{u'imdb': u'1935859'}
100,100,The Internet's Own Boy: The Story of Aaron Swartz,{'theater': '2014-06-27'},,2014,{u'imdb': u'3585004'}
100,100,The American Nurse,{'theater': '2014-05-16'},"Naomi Cross,Jason Short,Brian McMillion,Sister Stephen,Tonia Faust,",2014,{u'imdb': u'1798634'}
67,53,Bright Days Ahead,{'theater': '2014-04-25'},"Fanny Ardant,Laurent Lafitte,Patrick Chesnais,Marie Riviere,Jean-Francois Stevenin,",2014,
-1,98,Radio Free Albemuth,{'theater': '2014-06-27'},"Jonathan Scarfe,Shea Whigham,Katheryn Winnick,Alanis Morissette,Hanna Hall,",2014,{u'imdb': u'1979388'}
58,42,Before the Winter Chill,{'theater': '2014-05-09'},"Daniel Auteuil,Kristin Scott Thomas,Leila Bekhti,Vicky Krieps,Richard Berry,",2014,{u'imdb': u'2561572'}
-1,100,Whitey: United States of America v. James J. Bulger,{'theater': '2014-06-27'},,2014,
25,50,The Girl and Death,{'theater': '2014-04-25'},"Sylvia Hoeks,Renata Litvinova,Dieter Hallervorden,Leonid Bichevin,Sergei Makovetsky,",2014,
-1,57,How We Got Away With It,{'theater': '2014-05-13'},"McCaleb Burnett,Jon Lindstrom,Jeff Barry,Cassandra Freeman,Mikal Evans,",2014,{u'imdb': u'3381008'}
80,84,Dormant Beauty,{'theater': '2014-06-06'},"Isabelle Huppert,Alba Rohrwacher,Maya Sansa,Toni Servillo,Michele Riondino,",2014,{u'imdb': u'1340138'}
-1,100,The Disappearance Of Eleanor Rigby: Him And Her,{'theater': '2014-09-26'},"James McAvoy,Jessica Chastain,Viola Davis,",2014,
-1,100,Marvin Seth and Stanley,{'theater': '2014-04-25'},"Alex Karpovsky,Stephen Gurewitz,Marvin Gurewitz,",2014,
-1,100,Hector And The Search For Happiness,{'theater': '2014-09-26'},"Toni Collette,Simon Pegg,Rosamund Pike,Stellan Skarsgard,Jean Reno,",2014,{u'imdb': u'3585004'}
100,0,Speak The Music: Robert Mann And The Mysteries Of Chamber Music,"{'dvd': '2013-12-02', 'theater': '2014-05-02'}","Robert Mann,Lucy Mann,Stephen Hough,Elliott Carter,Joel Krosnick,",2014,{u'imdb': u'1289402'}
-1,70,Medusa: aka The resurrection of Medusa,{'theater': '2014-08-17'},"William McNamara,Algerita Wynn Lewis,Jorge Ameer,Katy Foley,Carlos Moreno Jr.,",2014,
-1,88,The Life and Crimes of Doris Payne,{'theater': '2014-05-28'},,2014,{u'imdb': u'2510894'}
-1,100,Ricky And The Flash,{'theater': '2015-06-26'},,2014,{u'imdb': u'1390411'}
-1,100,Team Hot Wheels: The Origin Of Awesome Event,{'theater': '2014-06-08'},,2014,{u'imdb': u'2561572'}
-1,100,Team Hot Wheels: The Origin Of Awesome Event Encore,{'theater': '2014-06-08'},,2014,{u'imdb': u'3300542'}
-1,0,I Am I,{'theater': '2014-06-13'},"Jocelyn Towne,Kevin Tighe,Jason Ritter,James Morrison,Simon Helberg,",2014,{u'imdb': u'1935859'}
-1,0,War And Peace Live From The Mariinksy Theatre,{'theater': '2014-07-16'},,2014,
22,52,That Awkward Moment,"{'dvd': '2014-05-13', 'theater': '2014-01-31'}","Zac Efron,Michael B. Jordan,Miles Teller,Imogen Poots,Mackenzie Davis,",2014,{u'imdb': u'1355630'}
69,74,About Last Night,{'theater': '2014-02-14'},"Kevin Hart,Michael Ealy,Regina Hall,Joy Bryant,Christopher McDonald,",2014,
9,58,A Haunted House 2,{'theater': '2014-04-18'},"Marlon Wayans,Jaime Pressly,Gabriel Iglesias,Dave Sheridan,Essence Atkins,",2014,{u'imdb': u'2096673'}
38,39,Paranormal Activity: The Marked Ones,"{'dvd': '2014-04-08', 'theater': '2014-01-03'}","Andrew Jacobs,Carlos Pratts,Richard Cabral,Kimberly Ables Jindra,Eddie J. Fernandez,",2014,{u'imdb': u'1791528'}
10,70,Vampire Academy,"{'dvd': '2014-05-20', 'theater': '2014-02-07'}","Zoey Deutch,Lucy Fry,Danila Kozlovsky,Gabriel Byrne,Sarah Hyland,",2014,{u'imdb': u'3195644'}
85,81,Only Lovers Left Alive,{'theater': '2014-04-11'},"Tom Hiddleston,Tilda Swinton,Mia Wasikowska,John Hurt,Anton Yelchin,",2014,
82,69,Afflicted,{'theater': '2014-04-04'},"Baya Rehaz,Clif Prowse,Derek Lee,Edo Van Breemen,Zachary J. Gray,",2014,{u'imdb': u'2381249'}
21,60,Frankie & Alice,{'theater': '2014-04-04'},"Halle Berry,Stellan Skarsgard,Phylicia Rashad,Chandra Wilson,Alex Diakun,",2014,{u'imdb': u'2361509'}
-1,85,Stretch Armstrong,{},"Taylor Lautner,",2014,
88,60,A Field in England,"{'dvd': '2014-04-08', 'theater': '2014-02-07'}",,2014,
27,54,Brick Mansions,{'theater': '2014-04-25'},"Paul Walker,David Belle,RZA,Gouchy Boy,Catalina Denis,",2014,
-1,88,Blended,{'theater': '2014-05-23'},"Adam Sandler,Drew Barrymore,Joel McHale,Kevin Nealon,Wendi McLendon-Covey,",2014,
82,88,Belle,{'theater': '2014-05-02'},"Gugu Mbatha-Raw,Tom Wilkinson,Emily Watson,Matthew Goode,Sarah Gadon,",2014,{u'imdb': u'1289402'}
-1,92,The Boxtrolls,{'theater': '2014-09-26'},"Ben Kingsley,Toni Collette,Elle Fanning,Hempstead Wright,Jared Harris,",2014,{u'imdb': u'0369610'}
-1,91,The Book of Life,{'theater': '2014-10-17'},"Channing Tatum,Zoe Saldana,Diego Luna,Christina Applegate,Ice Cube,",2014,
100,94,Boyhood,{'theater': '2014-07-11'},"Patricia Arquette,Ethan Hawke,Coltrane, Ellar,Lorelei Linklater,",2014,{u'imdb': u'3585004'}
-1,98,Big Hero 6,{'theater': '2014-11-07'},,2014,
75,66,Borgman,{'theater': '2014-06-06'},"Jan Bijvoet,Hadewych Minis,Jeroen Perceval,Sara Hjort Ditlevsen,Eva van de Wijdeven,",2014,{u'imdb': u'3300542'}
47,38,Blood Glacier,{'theater': '2014-05-02'},"Gerhard Liebmann,Edita Malovcic,Hille Beseler,Peter Knaack,Felix Romer,",2014,{u'imdb': u'2726560'}
-1,99,Birdman,{'theater': '2014-10-17'},"Michael Keaton,Lindsay Duncan,Zach Galifianakis,Edward Norton,Andrea Riseborough,",2014,
-1,97,Burning Blue,{'theater': '2014-06-06'},"Trent Ford,Morgan Spector,Rob Mayes,Tammy Blanchard,Michael Sirow,",2014,
-1,100,Broken,{'theater': '2014-05-09'},"Jeong Jae-young,Sung-min Lee,",2014,
33,32,Bad Johnson,{'theater': '2014-05-02'},,2014,{u'imdb': u'3100164'}
-1,94,Burt's Buzz,{'theater': '2014-06-06'},"Burt Shavitz,",2014,
-1,17,Bolshoi Ballet: Marco Spada,{'theater': '2014-06-01'},"David Hallberg,Evgenia Obraztsova,Olga Smirnova,Semyon Chudin,Igor Tsvirko,",2014,{u'imdb': u'3585004'}
-1,100,Bound By Flesh,{'theater': '2014-06-27'},"Lea Thompson,Nancy Allen,Timothy Stack,Blake Boyd,",2014,
-1,0,Bang Bang,{'theater': '2014-10-02'},"Danny Denzongpa,Damian Mavis,Teo Quintavalle,Steven Clarke,Parth Akerkar,",2014,
100,89,BB King: The Life of Riley,{'theater': '2014-05-21'},"B.B. King,Morgan Freeman,Eric Clapton,Bono,Ringo Starr,",2014,{u'imdb': u'0402344'}
65,74,Beneath The Harvest Sky,{'theater': '2014-05-02'},"Emory Cohen,Callan McAuliffe,Aidan Gillen,Zoe Levin,Carla Gallo,",2014,
-1,100,Business or Pleasure,{'theater': '2015-03-06'},"Vince Vaughn,Sienna Miller,Dave Franco,June Diane Raphael,Tom Wilkinson,",2014,{u'imdb': u'2692250'}
75,67,Breastmilk,{'theater': '2014-05-07'},,2014,{u'imdb': u'1911658'}
-1,99,Belleville,"{'dvd': '2014-10-15', 'theater': '2014-04-22'}",,2014,{u'imdb': u'1392190'}
-1,96,Blackbird,{'theater': '2014-11-14'},,2014,{u'imdb': u'2381249'}
-1,100,Big Eyes,{'theater': '2014-12-25'},"Amy Adams,Krysten Ritter,Christoph Waltz,Jason Schwartzman,Terence Stamp,",2014,{u'imdb': u'2268016'}
-1,0,Buttwhistle,"{'dvd': '2014-05-26', 'theater': '2014-04-25'}","Trevor Morgan,Elizabeth Rice,Analeigh Tipton,Adhir Kalyan,Stella Maeve,",2014,{u'imdb': u'1935859'}
-1,100,"Black Coffee, No Sugar, No Cream",{'theater': '2014-12-25'},"Tiffany Hines,Christian Keyes,Darrin Dewitt Henson,Gabrielle Dennis,Erica Hubbard,",2014,{u'imdb': u'3045616'}
-1,100,Bombay Velvet,{'theater': '2014-11-27'},,2014,{u'imdb': u'1658849'}
-1,0,Berliner Philharmoniker: Sol Gabetta & Sir Simon Rattle Live,{'theater': '2014-04-20'},"Sir Simon Rattle,Sol Gabetta,Berliner Philharmoniker,",2014,{u'imdb': u'2386556'}
-1,100,Babbu Ki Jawani,{'theater': '2014-09-19'},,2014,{u'imdb': u'2649554'}
-1,99,Horrible Bosses 2,{'theater': '2014-11-26'},"Jason Bateman,Jason Sudeikis,Charlie Day,Christoph Waltz,Chris Pine,",2014,
81,53,The Bachelor Weekend (The Stag),{'theater': '2014-05-02'},,2014,
-1,98,Let's Be Cops,{'theater': '2014-08-13'},,2014,
-1,96,Jersey Boys,{'theater': '2014-06-20'},,2014,{u'imdb': u'1638355'}
-1,95,Left Behind,{'theater': '2014-10-03'},"Nicolas Cage,Chad Michael Murray,Martin Klebba,Jordin Sparks,Cassi Thomson,",2014,{u'imdb': u'3450650'}
-1,98,The Best Of Me,{'theater': '2014-10-17'},"Michelle Monaghan,James Marsden,Liana Liberato,Luke Bracey,Sebastian Arcelus,",2014,
-1,91,Delivery: The Beast Within,{'theater': '2014-05-30'},"Danny Barclay,Laurel Vail,Rob Cobuzio,Colter Allison,Tony Attallah,",2014,{u'imdb': u'3585004'}
89,100,Llyn Foulkes One Man Band,{'theater': '2014-05-07'},"Llyn Foulkes,Johnny Carson,George Herms,Paul Schimmel,Dennis Hopper,",2014,{u'imdb': u'2935476'}
-1,80,Jatt James Bond,{'theater': '2014-04-25'},,2014,
-1,83,Peter Gabriel: Back To Front,{'theater': '2014-04-23'},"Peter Gabriel,",2014,
-1,100,State Of Bacon,{'theater': '2014-05-15'},"David Anthony Higgins,Jim Duggan,Anderson Cooper,Bjorn Ofeigsson,Sigvaldi J. Karason,",2014,{u'imdb': u'2967224'}
-1,100,We Could Be King,{'theater': '2014-04-25'},,2014,
-1,100,La Bare,{'theater': '2014-06-27'},"Joe Manganiello,Lance Winters (II),",2014,
-1,100,The Pleasures Of Being Out Of Step,{'theater': '2014-06-25'},"Nat Hentoff,Andre Braugher,Floyd Abrams,Amiri Baraka,Stanley Crouch,",2014,
-1,100,Little Boy,{'theater': '2014-06-06'},,2014,{u'imdb': u'2692250'}
-1,100,The Night Before Our Stars,{'theater': '2014-06-05'},,2014,
-1,100,Come Back To Me,{'theater': '2014-07-25'},"Matt Passmore,Katie Walder,Nathan Keyes,Caroline Clements,Laura Gordon,",2014,{u'imdb': u'2199571'}
-1,0,The Royal Ballet: Manon,{'theater': '2014-10-16'},"Martin Yates,Marianela Nunez,Federico Bonelli,Orchestra of the Royal Opera House,David Briskin,",2014,
-1,0,Sakura namiki no mankai no shita ni (Cold Bloom),{'theater': '2014-05-16'},"Marika Matsumoto,Riki Miura,Takahiro Miura,Yushi Ozawa,Taro Suwa,",2014,
-1,0,La Bayadere Live From The Mariinsky Theatre,{'theater': '2014-07-14'},,2014,
-1,0,Tosca - From The Bavarian State Opera,{'theater': '2014-06-22'},"Jonas Kaufmann,",2014,
-1,0,Yaamirukka Bayamey,{'theater': '2014-05-09'},"Kreshna,Rupa Manjari,Oviya Helen,Karunakaran,",2014,{u'imdb': u'1792821'}
92,89,The Grand Budapest Hotel,"{'dvd': '2014-06-17', 'theater': '2014-03-07'}","Saoirse Ronan,Ralph Fiennes,Bill Murray,Tilda Swinton,Jeff Goldblum,",2014,
91,80,Bears,{'theater': '2014-04-18'},"John C. Reilly,",2014,
81,93,The Raid 2,{'theater': '2014-03-28'},"Iko Uwais,Yahan Ruhian,Arifin Putra,Oka Antara,Tio Pakusadewo,",2014,
91,79,The Great Beauty,"{'dvd': '2014-03-25', 'theater': '2013-11-15'}","Toni Servillo,Carlo Verdone,Sabrina Ferilli,Carlo Buccirosso,Iaia Forte,",2014,{u'imdb': u'3110958'}
10,36,Bad Company,"{'dvd': '2002-11-12', 'theater': '2002-06-07'}","Anthony Hopkins,Chris Rock,Matthew Marsh,Brooke Smith,Peter Stormare,",2014,{u'imdb': u'2395427'}
78,72,Big Bad Wolves,"{'dvd': '2014-04-22', 'theater': '2014-01-17'}","Lior Ashkenazi,Rotem Keinan,Tzahi Grad,Dov Glickman,Menasheh Noy,",2014,{u'imdb': u'1911658'}
-1,47,Bad Country,{'dvd': '2014-04-29'},"Matt Dillon,Willem Dafoe,Neal McDonough,Amy Smart,Chris Marquette,",2014,{u'imdb': u'1462756'}
11,46,Barefoot,"{'dvd': '2014-04-22', 'theater': '2014-02-21'}","Evan Rachel Wood,Scott Speedman,Treat Williams,Kate Burton,J.K. Simmons,",2014,{u'imdb': u'2096673'}
49,40,Blood Ties,{'theater': '2014-03-21'},"Clive Owen,Billy Crudup,Marion Cotillard,Mila Kunis,Zoe Saldana,",2014,
81,62,G.B.F.,"{'dvd': '2014-02-11', 'theater': '2014-01-17'}",,2014,{u'imdb': u'1390411'}
-1,58,Beauty And The Beast,{'theater': '2014-02-12'},"Vincent Cassel,Eduardo Noriega,Lea Seydoux,Andre Dussollier,Myriam Charleins,",2014,
94,70,Stranger by the Lake,"{'dvd': '2014-05-13', 'theater': '2014-01-24'}",,2014,
21,38,Better Living Through Chemistry,"{'dvd': '2014-04-15', 'theater': '2014-03-14'}","Sam Rockwell,Olivia Wilde,Michelle Monaghan,Ben Schwartz,Ken Howard,",2014,{u'imdb': u'2980516'}
49,57,RoboCop,"{'dvd': '2014-06-03', 'theater': '2014-02-12'}","Joel Kinnaman,Gary Oldman,Samuel L. Jackson,Abbie Cornish,Michael Keaton,",2014,
88,87,Chef,{'theater': '2014-05-09'},"Jon Favreau,Sofia Vergara,John Leguizamo,Bobby Cannavale,Dustin Hoffman,",2014,
89,89,Cold in July,{'theater': '2014-05-23'},"Michael C. Hall,Sam Shepard,Vinessa Shaw,Nick Damici,Wyatt Russell,",2014,
79,67,Chinese Puzzle,{'theater': '2014-05-16'},"Romain Duris,Kelly Reilly,Audrey Tautou,Sandrine Holt,Cecile De France,",2014,
-1,100,Caesar & Cleopatra,{'theater': '2014-05-22'},,2014,
-1,98,Citizen Koch,{'theater': '2014-06-06'},,2014,
-1,100,Clutter,{'theater': '2014-05-02'},"Dan Hedaya,Carol Kane,Kathy Najimy,Natasha Lyonne,Daniel London,",2014,
70,0,Cyber-Seniors,{'theater': '2014-05-09'},,2014,{u'imdb': u'1911658'}
-1,100,Champs,{'theater': '2014-07-01'},"Mike Tyson,Evander Holyfield,Bernard Hopkins,Mary J. Blige,Denzel Washington,",2014,{u'imdb': u'2452042'}
-1,0,Chandamama Kathalu,{'theater': '2014-04-24'},"Lakshmi Manchu,Aamani,Naresh,Krishnudu,",2014,{u'imdb': u'2848292'}
-1,0,Cantinflas,{'theater': '2014-08-29'},"Michael Imperioli,Oscar Jaenada,Joaquin Cosio,Teresa Ruiz,Luis Gerardo Mendez,",2014,
48,43,Wolf Creek 2,{'theater': '2014-05-16'},"John Jarratt,Ryan Corr,Philippe Klaus,Shannon Ashlyn,Phillipe Klaus,",2014,{u'imdb': u'3450650'}
93,85,Willow Creek,{'theater': '2014-06-06'},"Bryce Johnson,Alexie Gilmore,",2014,{u'imdb': u'1355644'}
100,79,Obvious Child,{'theater': '2014-06-06'},"Jenny Slate,Jake Lacy,Gaby Hoffmann,Gabe Liedman,David Cross,",2014,
-1,98,Untitled Cameron Crowe Project,{'theater': '2014-12-25'},"Bradley Cooper,Emma Stone,Rachel McAdams,Alec Baldwin,Jay Baruchel,",2014,{u'imdb': u'2058673'}
73,98,They Came Together,{'theater': '2014-06-27'},"Paul Rudd,Amy Poehler,Ed Helms,Cobie Smulders,Max Greenfield,",2014,{u'imdb': u'2554274'}
90,85,Stand Clear Of The Closing Doors,{'theater': '2014-05-23'},"Andrea Suarez Paz,Jesus Sanchez-Velez,Azul Zorrilla,Tenoch Huerta Mejia,Marsha Stephanie Blake,",2014,{u'imdb': u'1935859'}
78,98,Life Of Crime,{'theater': '2014-08-29'},"John Hawkes,Yasiin Bey,Jennifer Aniston,Isla Fisher,Will Forte,",2014,
-1,52,The Hero of Color City,{'theater': '2014-10-03'},"Christina Ricci,Rosie Perez,Craig Ferguson,Wayne Brady,Arsenio Hall,",2014,
86,99,Happy Christmas,{'theater': '2014-07-25'},"Anna Kendrick,Melanie Lynskey,Mark Webber,Lena Dunham,Joe Swanberg,",2014,
100,80,God's Horses,{'theater': '2014-05-14'},"Abdelhakim Rachid,Abdelilah Rachid,Hamza Souidek,Ahmed El Idrissi El Amrani,Mohammed Taleb,",2014,{u'imdb': u'3530002'}
-1,50,The Metropolitan Opera: Ceasar & Cleopatra,{'theater': '2014-05-22'},,2014,
67,91,Who Is Dayani Cristal?,{'theater': '2014-04-25'},"Gael Garcia Bernal,",2014,
-1,100,The Metropolitan Opera: La Cenerentola Encore,{'theater': '2014-05-10'},,2014,
-1,100,The Metropolitan Opera: Cosi Fan Tutte Encore,{'theater': '2014-04-30'},,2014,{u'imdb': u'1625335'}
-1,100,The Metropolitan Opera: Cosi Fan Tutte,{'theater': '2014-04-26'},,2014,{u'imdb': u'1374989'}
-1,0,The Canonization Of John Paul The 2nd (Live Via Satellite In 3d),{'theater': '2014-04-27'},,2014,{u'imdb': u'1029360'}
-1,40,Royal Shakespeare Company: Henry IV Part 1,{'theater': '2014-06-15'},,2014,{u'imdb': u'2983180'}
-1,100,Royal Shakespeare Company: Henry IV Part 2,{'theater': '2014-07-20'},,2014,{u'imdb': u'1392190'}
-1,0,The Metropolitan Opera: Carmen Encore,{'theater': '2014-11-01'},,2014,{u'imdb': u'2726560'}
16,65,The Single Moms' Club,{'theater': '2014-03-14'},"Wendi McLendon-Covey,Nia Long,Amy Smart,Zulay Henao,Cocoa Brown,",2014,{u'imdb': u'2199571'}
40,70,Cesar Chavez,{'theater': '2014-03-28'},"Michael Pena,John Malkovich,America Ferrera,Rosario Dawson,Wes Bentley,",2014,
85,79,Cheap Thrills,"{'dvd': '2014-05-27', 'theater': '2014-03-21'}","Pat Healy,Ethan Embry,Sara Paxton,David Koechner,Amanda Fuller,",2014,
52,54,Cuban Fury,{'theater': '2014-04-11'},,2014,{u'imdb': u'0884732'}
8,29,Cavemen,"{'dvd': '2014-04-08', 'theater': '2014-02-07'}","Skylar Astin,Camilla Belle,Chad Michael Murray,Alexis Knapp,Dayo Okeniyi,",2014,
97,89,Ernest & Celestine,"{'dvd': '2014-06-10', 'theater': '2014-02-28'}","Forest Whitaker,Lambert Wilson,Mackenzie Foy,Pauline Brunner,Lauren Bacall,",2014,
93,74,Child's Pose,{'theater': '2014-02-19'},"Luminita Gheorghiu,Bogdan Dumitrache,Natasa Raab,Ilinca Goia,Florin Zamfirescu,",2014,
-1,69,Child's Play,{},"Brad Dourif,",2014,{u'imdb': u'1529566'}
93,99,X-Men: Days of Future Past,{'theater': '2014-05-23'},"James McAvoy,Michael Fassbender,Jennifer Lawrence,Patrick Stewart,Ian McKellen,",2014,{u'imdb': u'1660648'}
100,98,How to Train Your Dragon 2,{'theater': '2014-06-13'},"Jay Baruchel,Gerard Butler,America Ferrera,Jonah Hill,Christopher Mintz-Plasse,",2014,{u'imdb': u'1121096'}
41,76,Divergent,{'theater': '2014-03-21'},"Shailene Woodley,Theo James,Kate Winslet,Ansel Elgort,Ray Stevenson,",2014,{u'imdb': u'2488496'}
14,86,Legends of Oz: Dorothy's Return,{'theater': '2014-05-09'},"Lea Michele,Jim Belushi,Dan Aykroyd,Kelsey Grammer,Oliver Platt,",2014,
